model,params,checkpoint,training_steps,n_rounds,noise,family
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step29000,29000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step35000,35000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step59000,59000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step65000,65000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step71000,71000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step77000,77000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step83000,83000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step89000,89000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step95000,95000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step101000,101000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step107000,107000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step113000,113000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.25,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.25,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step119000,119000,5,0.25,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step125000,125000,5,0.0,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step125000,125000,5,0.0,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step125000,125000,5,0.0,Unfair
EleutherAI/pythia-2.8B-deduped,2775208960,step125000,125000,5,0.0,Biased
EleutherAI/pythia-2.8B-deduped,2775208960,step125000,125000,5,0.0,Second Best
EleutherAI/pythia-2.8B-deduped,2775208960,step125000,125000,5,0.25,Win-win
EleutherAI/pythia-2.8B-deduped,2775208960,step125000,125000,5,0.25,Prisoner's Dilemma
EleutherAI/pythia-2.8B-deduped,2775208960,step131000,131000,5,0.0,Win-win
